ENTITY,DATE,PRICE
MICROSOFT CORP,7/13/2006,22.26000023
MICROSOFT CORP,7/14/2006,22.29000092
MICROSOFT CORP,7/17/2006,22.47999954
MICROSOFT CORP,7/18/2006,22.73999977
MICROSOFT CORP,7/19/2006,23.39999962
MICROSOFT CORP,7/20/2006,22.85000038
MICROSOFT CORP,7/21/2006,23.87000084
MICROSOFT CORP,7/24/2006,24
MICROSOFT CORP,7/25/2006,24.21999931
MICROSOFT CORP,7/26/2006,24.37000084
MICROSOFT CORP,7/27/2006,23.87000084
MICROSOFT CORP,7/28/2006,24.25
MICROSOFT CORP,7/31/2006,24.05999947
MICROSOFT CORP,8/1/2006,23.98999977
MICROSOFT CORP,8/2/2006,24.29999924
MICROSOFT CORP,8/3/2006,24.20999908
MICROSOFT CORP,8/4/2006,24.29000092
MICROSOFT CORP,8/7/2006,24.21999931
MICROSOFT CORP,8/8/2006,24.34000015
MICROSOFT CORP,8/9/2006,24.44000053
MICROSOFT CORP,8/10/2006,24.45999908
MICROSOFT CORP,8/11/2006,24.43000031
MICROSOFT CORP,8/14/2006,24.53000069
MICROSOFT CORP,8/15/2006,24.62000084
MICROSOFT CORP,8/16/2006,24.70000076
MICROSOFT CORP,8/17/2006,24.70000076
MICROSOFT CORP,8/18/2006,25.79000092
MICROSOFT CORP,8/21/2006,26.12000084
MICROSOFT CORP,8/22/2006,25.62000084
MICROSOFT CORP,8/23/2006,25.67000008
MICROSOFT CORP,8/24/2006,25.73999977
MICROSOFT CORP,8/25/2006,25.85000038
MICROSOFT CORP,8/28/2006,25.95000076
MICROSOFT CORP,8/29/2006,25.84000015
MICROSOFT CORP,8/30/2006,25.79999924
MICROSOFT CORP,8/31/2006,25.70000076
MICROSOFT CORP,9/1/2006,25.84000015
MICROSOFT CORP,9/5/2006,25.61000061
MICROSOFT CORP,9/6/2006,25.61000061
MICROSOFT CORP,9/7/2006,25.43000031
MICROSOFT CORP,9/8/2006,25.60000038
MICROSOFT CORP,9/11/2006,25.90999985
MICROSOFT CORP,9/12/2006,25.93000031
MICROSOFT CORP,9/13/2006,25.97999954
MICROSOFT CORP,9/14/2006,26.32999992
MICROSOFT CORP,9/15/2006,26.85000038
MICROSOFT CORP,9/18/2006,26.79000092
MICROSOFT CORP,9/19/2006,26.86000061
MICROSOFT CORP,9/20/2006,27.18000031
MICROSOFT CORP,9/21/2006,26.89999962
MICROSOFT CORP,9/22/2006,26.65999985
MICROSOFT CORP,9/25/2006,26.95000076
MICROSOFT CORP,9/26/2006,27.20000076
MICROSOFT CORP,9/27/2006,27.44000053
MICROSOFT CORP,9/28/2006,27.39999962
MICROSOFT CORP,9/29/2006,27.35000038
MICROSOFT CORP,10/2/2006,27.36000061
MICROSOFT CORP,10/3/2006,27.37000084
MICROSOFT CORP,10/4/2006,27.94000053
MICROSOFT CORP,10/5/2006,27.92000008
MICROSOFT CORP,10/6/2006,27.87000084
MICROSOFT CORP,10/9/2006,27.71999931
MICROSOFT CORP,10/10/2006,27.69000053
MICROSOFT CORP,10/11/2006,27.54000092
MICROSOFT CORP,10/12/2006,28.21999931
MICROSOFT CORP,10/13/2006,28.37000084
MICROSOFT CORP,10/16/2006,28.45000076
MICROSOFT CORP,10/17/2006,28.44000053
MICROSOFT CORP,10/18/2006,28.52000046
MICROSOFT CORP,10/19/2006,28.29000092
MICROSOFT CORP,10/20/2006,28.43000031
MICROSOFT CORP,10/23/2006,28.45000076
MICROSOFT CORP,10/24/2006,28.28000069
MICROSOFT CORP,10/25/2006,28.30999947
MICROSOFT CORP,10/26/2006,28.35000038
MICROSOFT CORP,10/27/2006,28.34000015
MICROSOFT CORP,10/30/2006,28.53000069
MICROSOFT CORP,10/31/2006,28.70999908
MICROSOFT CORP,11/1/2006,28.80999947
MICROSOFT CORP,11/2/2006,28.77000046
MICROSOFT CORP,11/3/2006,28.72999954
MICROSOFT CORP,11/6/2006,28.84000015
MICROSOFT CORP,11/7/2006,28.95000076
MICROSOFT CORP,11/8/2006,28.97999954
MICROSOFT CORP,11/9/2006,29.26000023
MICROSOFT CORP,11/10/2006,29.23999977
MICROSOFT CORP,11/13/2006,29.35000038
MICROSOFT CORP,11/14/2006,29.22850037
MICROSOFT CORP,11/15/2006,29.12000084
MICROSOFT CORP,11/16/2006,29.46999931
MICROSOFT CORP,11/17/2006,29.39999962
MICROSOFT CORP,11/20/2006,29.88999939
MICROSOFT CORP,11/21/2006,29.92000008
MICROSOFT CORP,11/22/2006,29.92000008
MICROSOFT CORP,11/24/2006,29.76000023
MICROSOFT CORP,11/27/2006,29.47999954
MICROSOFT CORP,11/28/2006,29.38999939
MICROSOFT CORP,11/29/2006,29.56999969
MICROSOFT CORP,11/30/2006,29.36000061
MICROSOFT CORP,12/1/2006,29.12000084
MICROSOFT CORP,12/4/2006,29.32999992
MICROSOFT CORP,12/5/2006,29.12999916
MICROSOFT CORP,12/6/2006,28.98999977
MICROSOFT CORP,12/7/2006,28.85000038
MICROSOFT CORP,12/8/2006,29.39999962
MICROSOFT CORP,12/11/2006,29.54000092
MICROSOFT CORP,12/12/2006,29.43000031
MICROSOFT CORP,12/13/2006,29.54999924
MICROSOFT CORP,12/14/2006,30.06999969
MICROSOFT CORP,12/15/2006,30.19000053
MICROSOFT CORP,12/18/2006,29.88999939
MICROSOFT CORP,12/19/2006,29.98999977
MICROSOFT CORP,12/20/2006,30.09000015
MICROSOFT CORP,12/21/2006,29.97999954
MICROSOFT CORP,12/22/2006,29.63999939
MICROSOFT CORP,12/26/2006,29.98999977
MICROSOFT CORP,12/27/2006,30.02000046
MICROSOFT CORP,12/28/2006,29.97999954
MICROSOFT CORP,12/29/2006,29.86000061
MICROSOFT CORP,1/3/2007,29.86000061
MICROSOFT CORP,1/4/2007,29.80999947
MICROSOFT CORP,1/5/2007,29.63999939
MICROSOFT CORP,1/8/2007,29.93000031
MICROSOFT CORP,1/9/2007,29.95999908
MICROSOFT CORP,1/10/2007,29.65999985
MICROSOFT CORP,1/11/2007,30.70000076
MICROSOFT CORP,1/12/2007,31.20999908
MICROSOFT CORP,1/16/2007,31.15999985
MICROSOFT CORP,1/17/2007,31.10000038
MICROSOFT CORP,1/18/2007,31
MICROSOFT CORP,1/19/2007,31.11000061
MICROSOFT CORP,1/22/2007,30.71999931
MICROSOFT CORP,1/23/2007,30.73999977
MICROSOFT CORP,1/24/2007,31.09000015
MICROSOFT CORP,1/25/2007,30.45000076
MICROSOFT CORP,1/26/2007,30.60000038
MICROSOFT CORP,1/29/2007,30.53000069
MICROSOFT CORP,1/30/2007,30.47999954
MICROSOFT CORP,1/31/2007,30.86000061
MICROSOFT CORP,2/1/2007,30.55999947
MICROSOFT CORP,2/2/2007,30.19000053
MICROSOFT CORP,2/5/2007,29.61000061
MICROSOFT CORP,2/6/2007,29.51000023
MICROSOFT CORP,2/7/2007,29.37000084
MICROSOFT CORP,2/8/2007,29.26000023
MICROSOFT CORP,2/9/2007,28.97999954
MICROSOFT CORP,2/12/2007,28.94000053
MICROSOFT CORP,2/13/2007,29.03000069
MICROSOFT CORP,2/14/2007,29.39999962
MICROSOFT CORP,2/15/2007,29.45999908
MICROSOFT CORP,2/16/2007,28.73999977
MICROSOFT CORP,2/20/2007,28.82999992
MICROSOFT CORP,2/21/2007,29.35000038
MICROSOFT CORP,2/22/2007,29.38999939
MICROSOFT CORP,2/23/2007,28.89999962
MICROSOFT CORP,2/26/2007,29.06999969
MICROSOFT CORP,2/27/2007,27.87000084
MICROSOFT CORP,2/28/2007,28.17000008
MICROSOFT CORP,3/1/2007,28.09000015
MICROSOFT CORP,3/2/2007,27.76000023
MICROSOFT CORP,3/5/2007,27.54990005
MICROSOFT CORP,3/6/2007,27.82999992
MICROSOFT CORP,3/7/2007,27.61000061
MICROSOFT CORP,3/8/2007,27.31999969
MICROSOFT CORP,3/9/2007,27.29000092
MICROSOFT CORP,3/12/2007,27.44000053
MICROSOFT CORP,3/13/2007,26.71999931
MICROSOFT CORP,3/14/2007,27.39999962
MICROSOFT CORP,3/15/2007,27.28000069
MICROSOFT CORP,3/16/2007,27.32999992
MICROSOFT CORP,3/19/2007,27.82999992
MICROSOFT CORP,3/20/2007,27.84000015
MICROSOFT CORP,3/21/2007,28.52000046
MICROSOFT CORP,3/22/2007,28.27000046
MICROSOFT CORP,3/23/2007,28.02000046
MICROSOFT CORP,3/26/2007,28.21999931
MICROSOFT CORP,3/27/2007,27.71999931
MICROSOFT CORP,3/28/2007,27.63999939
MICROSOFT CORP,3/29/2007,27.75
MICROSOFT CORP,3/30/2007,27.87000084
MICROSOFT CORP,4/2/2007,27.73999977
MICROSOFT CORP,4/3/2007,27.87000084
MICROSOFT CORP,4/4/2007,28.5
MICROSOFT CORP,4/5/2007,28.54999924
MICROSOFT CORP,4/9/2007,28.56999969
MICROSOFT CORP,4/10/2007,28.39999962
MICROSOFT CORP,4/11/2007,28.11000061
MICROSOFT CORP,4/12/2007,28.54000092
MICROSOFT CORP,4/13/2007,28.61000061
MICROSOFT CORP,4/16/2007,28.72999954
MICROSOFT CORP,4/17/2007,28.85000038
MICROSOFT CORP,4/18/2007,28.60000038
MICROSOFT CORP,4/19/2007,28.69000053
MICROSOFT CORP,4/20/2007,29.02000046
MICROSOFT CORP,4/23/2007,28.78000069
MICROSOFT CORP,4/24/2007,28.79000092
MICROSOFT CORP,4/25/2007,28.98999977
MICROSOFT CORP,4/26/2007,29.10000038
MICROSOFT CORP,4/27/2007,30.12000084
MICROSOFT CORP,4/30/2007,29.94000053
MICROSOFT CORP,5/1/2007,30.39999962
MICROSOFT CORP,5/2/2007,30.61000061
MICROSOFT CORP,5/3/2007,30.96999931
MICROSOFT CORP,5/4/2007,30.55999947
MICROSOFT CORP,5/7/2007,30.70999908
MICROSOFT CORP,5/8/2007,30.75
MICROSOFT CORP,5/9/2007,30.7798996
MICROSOFT CORP,5/10/2007,30.57999992
MICROSOFT CORP,5/11/2007,30.88999939
MICROSOFT CORP,5/14/2007,30.96999931
MICROSOFT CORP,5/15/2007,30.89999962
MICROSOFT CORP,5/16/2007,31.06999969
MICROSOFT CORP,5/17/2007,30.97999954
MICROSOFT CORP,5/18/2007,30.82999992
MICROSOFT CORP,5/21/2007,31.04999924
MICROSOFT CORP,5/22/2007,30.69000053
MICROSOFT CORP,5/23/2007,30.57999992
MICROSOFT CORP,5/24/2007,30.17000008
MICROSOFT CORP,5/25/2007,30.47999954
MICROSOFT CORP,5/29/2007,30.79000092
MICROSOFT CORP,5/30/2007,31.11000061
MICROSOFT CORP,5/31/2007,30.69009972
MICROSOFT CORP,6/1/2007,30.59000015
MICROSOFT CORP,6/4/2007,30.71500015
MICROSOFT CORP,6/5/2007,30.57999992
MICROSOFT CORP,6/6/2007,30.29000092
MICROSOFT CORP,6/7/2007,29.62000084
MICROSOFT CORP,6/8/2007,30.04999924
MICROSOFT CORP,6/11/2007,30.02000046
MICROSOFT CORP,6/12/2007,29.85000038
MICROSOFT CORP,6/13/2007,30.38999939
MICROSOFT CORP,6/14/2007,30.52000046
MICROSOFT CORP,6/15/2007,30.48999977
MICROSOFT CORP,6/18/2007,30.51000023
MICROSOFT CORP,6/19/2007,30.45999908
MICROSOFT CORP,6/20/2007,30.01000023
MICROSOFT CORP,6/21/2007,30.21999931
MICROSOFT CORP,6/22/2007,29.48999977
MICROSOFT CORP,6/25/2007,29.48999977
MICROSOFT CORP,6/26/2007,29.52000046
MICROSOFT CORP,6/27/2007,29.87000084
MICROSOFT CORP,6/28/2007,29.82999992
MICROSOFT CORP,6/29/2007,29.46999931
MICROSOFT CORP,7/2/2007,29.73999977
MICROSOFT CORP,7/3/2007,30.02000046
MICROSOFT CORP,7/5/2007,29.98999977
MICROSOFT CORP,7/6/2007,29.96999931
MICROSOFT CORP,7/9/2007,29.87000084
MICROSOFT CORP,7/10/2007,29.32999992
MICROSOFT CORP,7/11/2007,29.48999977
MICROSOFT CORP,7/12/2007,30.06999969
MICROSOFT CORP,7/13/2007,29.81999969
MICROSOFT CORP,7/16/2007,30.03000069
MICROSOFT CORP,7/17/2007,30.7798996
MICROSOFT CORP,7/18/2007,30.92000008
MICROSOFT CORP,7/19/2007,31.51000023
MICROSOFT CORP,7/20/2007,31.15999985
MICROSOFT CORP,7/23/2007,31.19000053
MICROSOFT CORP,7/24/2007,30.79999924
MICROSOFT CORP,7/25/2007,30.70999908
MICROSOFT CORP,7/26/2007,29.97999954
MICROSOFT CORP,7/27/2007,29.39010048
MICROSOFT CORP,7/30/2007,29.39999962
MICROSOFT CORP,7/31/2007,28.98999977
MICROSOFT CORP,8/1/2007,29.29999924
MICROSOFT CORP,8/2/2007,29.52000046
MICROSOFT CORP,8/3/2007,28.96010017
MICROSOFT CORP,8/6/2007,29.54000092
MICROSOFT CORP,8/7/2007,29.54999924
MICROSOFT CORP,8/8/2007,30
MICROSOFT CORP,8/9/2007,29.29999924
MICROSOFT CORP,8/10/2007,28.70999908
MICROSOFT CORP,8/13/2007,28.62999916
MICROSOFT CORP,8/14/2007,28.27000046
MICROSOFT CORP,8/15/2007,28.10000038
MICROSOFT CORP,8/16/2007,27.80999947
MICROSOFT CORP,8/17/2007,28.25
MICROSOFT CORP,8/20/2007,28.26000023
MICROSOFT CORP,8/21/2007,28.06999969
MICROSOFT CORP,8/22/2007,28.21999931
MICROSOFT CORP,8/23/2007,28.29999924
MICROSOFT CORP,8/24/2007,28.80999947
MICROSOFT CORP,8/27/2007,28.48999977
MICROSOFT CORP,8/28/2007,27.93000031
MICROSOFT CORP,8/29/2007,28.59000015
MICROSOFT CORP,8/30/2007,28.45000076
MICROSOFT CORP,8/31/2007,28.72999954
MICROSOFT CORP,9/4/2007,28.80999947
MICROSOFT CORP,9/5/2007,28.47999954
MICROSOFT CORP,9/6/2007,28.90999985
MICROSOFT CORP,9/7/2007,28.44000053
MICROSOFT CORP,9/10/2007,28.47999954
MICROSOFT CORP,9/11/2007,28.93000031
MICROSOFT CORP,9/12/2007,28.93000031
MICROSOFT CORP,9/13/2007,29.15999985
MICROSOFT CORP,9/14/2007,29.04000092
MICROSOFT CORP,9/17/2007,28.72500038
MICROSOFT CORP,9/18/2007,28.93000031
MICROSOFT CORP,9/19/2007,28.67000008
MICROSOFT CORP,9/20/2007,28.42009926
MICROSOFT CORP,9/21/2007,28.64990044
MICROSOFT CORP,9/24/2007,29.07999992
MICROSOFT CORP,9/25/2007,29.55990028
MICROSOFT CORP,9/26/2007,29.5
MICROSOFT CORP,9/27/2007,29.48999977
MICROSOFT CORP,9/28/2007,29.45999908
MICROSOFT CORP,10/1/2007,29.77009964
MICROSOFT CORP,10/2/2007,29.70000076
MICROSOFT CORP,10/3/2007,29.45249939
MICROSOFT CORP,10/4/2007,29.70999908
MICROSOFT CORP,10/5/2007,29.84000015
MICROSOFT CORP,10/8/2007,29.84000015
MICROSOFT CORP,10/9/2007,30.09989929
MICROSOFT CORP,10/10/2007,30.22999954
MICROSOFT CORP,10/11/2007,29.90999985
MICROSOFT CORP,10/12/2007,30.17000008
MICROSOFT CORP,10/15/2007,30.04000092
MICROSOFT CORP,10/16/2007,30.31999969
MICROSOFT CORP,10/17/2007,31.07999992
MICROSOFT CORP,10/18/2007,31.15999985
MICROSOFT CORP,10/19/2007,30.17000008
MICROSOFT CORP,10/22/2007,30.51000023
MICROSOFT CORP,10/23/2007,30.89999962
MICROSOFT CORP,10/24/2007,31.25
MICROSOFT CORP,10/25/2007,31.98999977
MICROSOFT CORP,10/26/2007,35.02999878
MICROSOFT CORP,10/29/2007,34.56999969
MICROSOFT CORP,10/30/2007,35.56999969
MICROSOFT CORP,10/31/2007,36.81000137
MICROSOFT CORP,11/1/2007,37.06000137
MICROSOFT CORP,11/2/2007,37.06000137
MICROSOFT CORP,11/5/2007,36.72999954
MICROSOFT CORP,11/6/2007,36.40999985
MICROSOFT CORP,11/7/2007,35.52000046
MICROSOFT CORP,11/8/2007,34.74000168
MICROSOFT CORP,11/9/2007,33.72999954
MICROSOFT CORP,11/12/2007,33.38000107
MICROSOFT CORP,11/13/2007,34.45999908
MICROSOFT CORP,11/14/2007,33.93000031
MICROSOFT CORP,11/15/2007,33.75999832
MICROSOFT CORP,11/16/2007,34.09000015
MICROSOFT CORP,11/19/2007,33.95999908
MICROSOFT CORP,11/20/2007,34.58000183
MICROSOFT CORP,11/21/2007,34.22999954
MICROSOFT CORP,11/23/2007,34.11000061
MICROSOFT CORP,11/26/2007,32.97000122
MICROSOFT CORP,11/27/2007,33.06000137
MICROSOFT CORP,11/28/2007,33.70000076
MICROSOFT CORP,11/29/2007,33.59000015
MICROSOFT CORP,11/30/2007,33.59999847
MICROSOFT CORP,12/3/2007,32.91999817
MICROSOFT CORP,12/4/2007,32.77000046
MICROSOFT CORP,12/5/2007,34.15000153
MICROSOFT CORP,12/6/2007,34.54999924
MICROSOFT CORP,12/7/2007,34.52999878
MICROSOFT CORP,12/10/2007,34.75999832
MICROSOFT CORP,12/11/2007,34.09999847
MICROSOFT CORP,12/12/2007,34.47000122
MICROSOFT CORP,12/13/2007,35.22000122
MICROSOFT CORP,12/14/2007,35.31000137
MICROSOFT CORP,12/17/2007,34.38999939
MICROSOFT CORP,12/18/2007,34.74000168
MICROSOFT CORP,12/19/2007,34.79000092
MICROSOFT CORP,12/20/2007,35.52000046
MICROSOFT CORP,12/21/2007,36.06000137
MICROSOFT CORP,12/24/2007,36.58000183
MICROSOFT CORP,12/26/2007,36.61000061
MICROSOFT CORP,12/27/2007,35.97000122
MICROSOFT CORP,12/28/2007,36.11999893
MICROSOFT CORP,12/31/2007,35.59999847
APPLE INC,1/3/2006,74.75
APPLE INC,1/4/2006,74.97000122
APPLE INC,1/5/2006,74.37999725
APPLE INC,1/6/2006,76.30000305
APPLE INC,1/9/2006,76.05000305
APPLE INC,1/10/2006,80.86000061
APPLE INC,1/11/2006,83.90000153
APPLE INC,1/12/2006,84.29100037
APPLE INC,1/13/2006,85.58989716
APPLE INC,1/17/2006,84.71009827
APPLE INC,1/18/2006,82.49009705
APPLE INC,1/19/2006,79.03500366
APPLE INC,1/20/2006,76.08899689
APPLE INC,1/23/2006,77.66999817
APPLE INC,1/24/2006,76.04000092
APPLE INC,1/25/2006,74.19999695
APPLE INC,1/26/2006,72.33000183
APPLE INC,1/27/2006,72.02999878
APPLE INC,1/30/2006,75
APPLE INC,1/31/2006,75.51000214
APPLE INC,2/1/2006,75.41999817
APPLE INC,2/2/2006,72.09999847
APPLE INC,2/3/2006,71.84700012
APPLE INC,2/6/2006,67.30000305
APPLE INC,2/7/2006,67.59999847
APPLE INC,2/8/2006,68.80999756
APPLE INC,2/9/2006,64.94999695
APPLE INC,2/10/2006,67.30999756
APPLE INC,2/13/2006,64.70999908
APPLE INC,2/14/2006,67.64499664
APPLE INC,2/15/2006,69.22000122
APPLE INC,2/16/2006,70.56999969
APPLE INC,2/17/2006,70.29000092
APPLE INC,2/21/2006,69.08000183
APPLE INC,2/22/2006,71.31999969
APPLE INC,2/23/2006,71.75
APPLE INC,2/24/2006,71.45999908
APPLE INC,2/27/2006,70.98999786
APPLE INC,2/28/2006,68.48999786
APPLE INC,3/1/2006,69.09999847
APPLE INC,3/2/2006,69.61000061
APPLE INC,3/3/2006,67.72000122
APPLE INC,3/6/2006,65.48000336
APPLE INC,3/7/2006,66.30999756
APPLE INC,3/8/2006,65.66000366
APPLE INC,3/9/2006,63.93000031
APPLE INC,3/10/2006,63.18999863
APPLE INC,3/13/2006,65.68000031
APPLE INC,3/14/2006,67.31999969
APPLE INC,3/15/2006,66.23000336
APPLE INC,3/16/2006,64.30999756
APPLE INC,3/17/2006,64.66000366
APPLE INC,3/20/2006,63.99000168
APPLE INC,3/21/2006,61.81000137
APPLE INC,3/22/2006,61.66999817
APPLE INC,3/23/2006,60.15999985
APPLE INC,3/24/2006,59.95999908
APPLE INC,3/27/2006,59.50999832
APPLE INC,3/28/2006,58.70999908
APPLE INC,3/29/2006,62.33000183
APPLE INC,3/30/2006,62.75
APPLE INC,3/31/2006,62.72000122
APPLE INC,4/3/2006,62.65000153
APPLE INC,4/4/2006,61.16999817
APPLE INC,4/5/2006,67.20999908
APPLE INC,4/6/2006,71.23999786
APPLE INC,4/7/2006,69.79000092
APPLE INC,4/10/2006,68.66999817
APPLE INC,4/11/2006,67.98999786
APPLE INC,4/12/2006,66.70999908
APPLE INC,4/13/2006,66.46900177
APPLE INC,4/17/2006,64.81099701
APPLE INC,4/18/2006,66.22000122
APPLE INC,4/19/2006,65.65000153
APPLE INC,4/20/2006,67.62999725
APPLE INC,4/21/2006,67.04000092
APPLE INC,4/24/2006,65.75
APPLE INC,4/25/2006,66.16999817
APPLE INC,4/26/2006,68.15000153
APPLE INC,4/27/2006,69.36000061
APPLE INC,4/28/2006,70.38999939
APPLE INC,5/1/2006,69.59999847
APPLE INC,5/2/2006,71.62000275
APPLE INC,5/3/2006,71.13999939
APPLE INC,5/4/2006,71.12999725
APPLE INC,5/5/2006,71.88999939
APPLE INC,5/8/2006,71.88999939
APPLE INC,5/9/2006,71.02999878
APPLE INC,5/10/2006,70.59999847
APPLE INC,5/11/2006,68.15000153
APPLE INC,5/12/2006,67.69999695
APPLE INC,5/15/2006,67.79000092
APPLE INC,5/16/2006,64.98000336
APPLE INC,5/17/2006,65.26000214
APPLE INC,5/18/2006,63.18000031
APPLE INC,5/19/2006,64.51000214
APPLE INC,5/22/2006,63.38000107
APPLE INC,5/23/2006,63.15000153
APPLE INC,5/24/2006,63.34000015
